dt_frais;montant;path_justificatif;description;type_frais
21/07/2018;18;3E47E3D7672BCA2341238C504E6B6863D.JPG;Viennoiseries stagiaires formation BigData;Kilométriques
21/07/2018;18;3E47E3D7672BCA2341238C504E6B6863D.JPG;Viennoiseries stagiaires formation BigData;Deplacement
21/07/2018;18;3E47E3D7672BCA2341238C504E6B6863D.JPG;Viennoiseries stagiaires formation BigData;Hébergement
21/07/2018;18;3E47E3D7672BCA2341238C504E6B6863D.JPG;Viennoiseries stagiaires formation BigData;Restaurant
21/07/2018;18;3E47E3D7672BCA2341238C504E6B6863D.JPG;Viennoiseries stagiaires formation BigData;Téléphone
21/07/2018;18;3E47E3D7672BCA2341238C504E6B6863D.JPG;Viennoiseries stagiaires formation BigData;Timbre
21/07/2018;18;3E47E3D7672BCA2341238C504E6B6863D.JPG;Viennoiseries stagiaires formation BigData;Fourniture 
21/07/2018;18;3E47E3D7672BCA2341238C504E6B6863D.JPG;Viennoiseries stagiaires formation BigData;Autres
18/07/2018;43.62;BAF699167FC5EB7EE77D017A08E60243l.jpg;Carburant;Kilométriques
18/07/2018;43.62;BAF699167FC5EB7EE77D017A08E60243l.jpg;Carburant;Deplacement
18/07/2018;43.62;BAF699167FC5EB7EE77D017A08E60243l.jpg;Carburant;Hébergement
18/07/2018;43.62;BAF699167FC5EB7EE77D017A08E60243l.jpg;Carburant;Restaurant
18/07/2018;43.62;BAF699167FC5EB7EE77D017A08E60243l.jpg;Carburant;Téléphone
18/07/2018;43.62;BAF699167FC5EB7EE77D017A08E60243l.jpg;Carburant;Timbre
18/07/2018;43.62;BAF699167FC5EB7EE77D017A08E60243l.jpg;Carburant;Fourniture 
18/07/2018;43.62;BAF699167FC5EB7EE77D017A08E60243l.jpg;Carburant;Autres
11/07/2018;22.35;095FC2AB8E68FCD585ACDD56CA944CFCs.jpg;Diverses lettres recommandées;Kilométriques
11/07/2018;22.35;095FC2AB8E68FCD585ACDD56CA944CFCs.jpg;Diverses lettres recommandées;Deplacement
11/07/2018;22.35;095FC2AB8E68FCD585ACDD56CA944CFCs.jpg;Diverses lettres recommandées;Hébergement
11/07/2018;22.35;095FC2AB8E68FCD585ACDD56CA944CFCs.jpg;Diverses lettres recommandées;Restaurant
11/07/2018;22.35;095FC2AB8E68FCD585ACDD56CA944CFCs.jpg;Diverses lettres recommandées;Téléphone
11/07/2018;22.35;095FC2AB8E68FCD585ACDD56CA944CFCs.jpg;Diverses lettres recommandées;Timbre
11/07/2018;22.35;095FC2AB8E68FCD585ACDD56CA944CFCs.jpg;Diverses lettres recommandées;Fourniture 
11/07/2018;22.35;095FC2AB8E68FCD585ACDD56CA944CFCs.jpg;Diverses lettres recommandées;Autres
15/08/2018;129;6EBBB7864F10C55624A2806767920DFDD.pdf;"VOYAGE SAINT MALO -PARIS LE 15/08/2018 
VOYAGE PARIS - SAINT MALO LE 09/09/2018";Kilométriques
15/08/2018;129;6EBBB7864F10C55624A2806767920DFDD.pdf;"VOYAGE SAINT MALO -PARIS LE 15/08/2018 
VOYAGE PARIS - SAINT MALO LE 09/09/2018";Deplacement
15/08/2018;129;6EBBB7864F10C55624A2806767920DFDD.pdf;"VOYAGE SAINT MALO -PARIS LE 15/08/2018 
VOYAGE PARIS - SAINT MALO LE 09/09/2018";Hébergement
15/08/2018;129;6EBBB7864F10C55624A2806767920DFDD.pdf;"VOYAGE SAINT MALO -PARIS LE 15/08/2018 
VOYAGE PARIS - SAINT MALO LE 09/09/2018";Restaurant
15/08/2018;129;6EBBB7864F10C55624A2806767920DFDD.pdf;"VOYAGE SAINT MALO -PARIS LE 15/08/2018 
VOYAGE PARIS - SAINT MALO LE 09/09/2018";Téléphone
15/08/2018;129;6EBBB7864F10C55624A2806767920DFDD.pdf;"VOYAGE SAINT MALO -PARIS LE 15/08/2018 
VOYAGE PARIS - SAINT MALO LE 09/09/2018";Timbre
15/08/2018;129;6EBBB7864F10C55624A2806767920DFDD.pdf;"VOYAGE SAINT MALO -PARIS LE 15/08/2018 
VOYAGE PARIS - SAINT MALO LE 09/09/2018";Fourniture 
15/08/2018;129;6EBBB7864F10C55624A2806767920DFDD.pdf;"VOYAGE SAINT MALO -PARIS LE 15/08/2018 
VOYAGE PARIS - SAINT MALO LE 09/09/2018";Autres
13/08/2018;52.4;BABD7BCF3704FB8C9AC2D7566FDBC9CA8.JPG;Déjeuner avec M. ARKOUN et M. NAFAA;Kilométriques
13/08/2018;52.4;BABD7BCF3704FB8C9AC2D7566FDBC9CA8.JPG;Déjeuner avec M. ARKOUN et M. NAFAA;Deplacement
13/08/2018;52.4;BABD7BCF3704FB8C9AC2D7566FDBC9CA8.JPG;Déjeuner avec M. ARKOUN et M. NAFAA;Hébergement
13/08/2018;52.4;BABD7BCF3704FB8C9AC2D7566FDBC9CA8.JPG;Déjeuner avec M. ARKOUN et M. NAFAA;Restaurant
13/08/2018;52.4;BABD7BCF3704FB8C9AC2D7566FDBC9CA8.JPG;Déjeuner avec M. ARKOUN et M. NAFAA;Téléphone
13/08/2018;52.4;BABD7BCF3704FB8C9AC2D7566FDBC9CA8.JPG;Déjeuner avec M. ARKOUN et M. NAFAA;Timbre
13/08/2018;52.4;BABD7BCF3704FB8C9AC2D7566FDBC9CA8.JPG;Déjeuner avec M. ARKOUN et M. NAFAA;Fourniture 
13/08/2018;52.4;BABD7BCF3704FB8C9AC2D7566FDBC9CA8.JPG;Déjeuner avec M. ARKOUN et M. NAFAA;Autres
17/08/2018;33;A8C791AA3946630B14A00957D43BA040a.jpg;Déjeuner avec Bruno LEFEVRE( Le responsable de Kahina TELMAT) chez CONFORAMA;Kilométriques
17/08/2018;33;A8C791AA3946630B14A00957D43BA040a.jpg;Déjeuner avec Bruno LEFEVRE( Le responsable de Kahina TELMAT) chez CONFORAMA;Deplacement
17/08/2018;33;A8C791AA3946630B14A00957D43BA040a.jpg;Déjeuner avec Bruno LEFEVRE( Le responsable de Kahina TELMAT) chez CONFORAMA;Hébergement
17/08/2018;33;A8C791AA3946630B14A00957D43BA040a.jpg;Déjeuner avec Bruno LEFEVRE( Le responsable de Kahina TELMAT) chez CONFORAMA;Restaurant
17/08/2018;33;A8C791AA3946630B14A00957D43BA040a.jpg;Déjeuner avec Bruno LEFEVRE( Le responsable de Kahina TELMAT) chez CONFORAMA;Téléphone
17/08/2018;33;A8C791AA3946630B14A00957D43BA040a.jpg;Déjeuner avec Bruno LEFEVRE( Le responsable de Kahina TELMAT) chez CONFORAMA;Timbre
17/08/2018;33;A8C791AA3946630B14A00957D43BA040a.jpg;Déjeuner avec Bruno LEFEVRE( Le responsable de Kahina TELMAT) chez CONFORAMA;Fourniture 
17/08/2018;33;A8C791AA3946630B14A00957D43BA040a.jpg;Déjeuner avec Bruno LEFEVRE( Le responsable de Kahina TELMAT) chez CONFORAMA;Autres
23/08/2018;25;40C15F124ED1A076E38BEBDEA175AA47).pdf;abonnement à la plateforme de formation linuxacademy.;Kilométriques
23/08/2018;25;40C15F124ED1A076E38BEBDEA175AA47).pdf;abonnement à la plateforme de formation linuxacademy.;Deplacement
23/08/2018;25;40C15F124ED1A076E38BEBDEA175AA47).pdf;abonnement à la plateforme de formation linuxacademy.;Hébergement
23/08/2018;25;40C15F124ED1A076E38BEBDEA175AA47).pdf;abonnement à la plateforme de formation linuxacademy.;Restaurant
23/08/2018;25;40C15F124ED1A076E38BEBDEA175AA47).pdf;abonnement à la plateforme de formation linuxacademy.;Téléphone
23/08/2018;25;40C15F124ED1A076E38BEBDEA175AA47).pdf;abonnement à la plateforme de formation linuxacademy.;Timbre
23/08/2018;25;40C15F124ED1A076E38BEBDEA175AA47).pdf;abonnement à la plateforme de formation linuxacademy.;Fourniture 
23/08/2018;25;40C15F124ED1A076E38BEBDEA175AA47).pdf;abonnement à la plateforme de formation linuxacademy.;Autres
14/08/2018;27.2;5B9F30F35B7536457B6E75E5C544402A8.JPG;Dej entretien annuel avec Billel ZABER;Kilométriques
14/08/2018;27.2;5B9F30F35B7536457B6E75E5C544402A8.JPG;Dej entretien annuel avec Billel ZABER;Deplacement
14/08/2018;27.2;5B9F30F35B7536457B6E75E5C544402A8.JPG;Dej entretien annuel avec Billel ZABER;Hébergement
14/08/2018;27.2;5B9F30F35B7536457B6E75E5C544402A8.JPG;Dej entretien annuel avec Billel ZABER;Restaurant
14/08/2018;27.2;5B9F30F35B7536457B6E75E5C544402A8.JPG;Dej entretien annuel avec Billel ZABER;Téléphone
14/08/2018;27.2;5B9F30F35B7536457B6E75E5C544402A8.JPG;Dej entretien annuel avec Billel ZABER;Timbre
14/08/2018;27.2;5B9F30F35B7536457B6E75E5C544402A8.JPG;Dej entretien annuel avec Billel ZABER;Fourniture 
14/08/2018;27.2;5B9F30F35B7536457B6E75E5C544402A8.JPG;Dej entretien annuel avec Billel ZABER;Autres
28/08/2018;99;6183934F976FCF13592FC7238DF56E00j.JPG; Montant de 99 Dollars Américain;Kilométriques
28/08/2018;99;6183934F976FCF13592FC7238DF56E00j.JPG; Montant de 99 Dollars Américain;Deplacement
28/08/2018;99;6183934F976FCF13592FC7238DF56E00j.JPG; Montant de 99 Dollars Américain;Hébergement
28/08/2018;99;6183934F976FCF13592FC7238DF56E00j.JPG; Montant de 99 Dollars Américain;Restaurant
28/08/2018;99;6183934F976FCF13592FC7238DF56E00j.JPG; Montant de 99 Dollars Américain;Téléphone
28/08/2018;99;6183934F976FCF13592FC7238DF56E00j.JPG; Montant de 99 Dollars Américain;Timbre
28/08/2018;99;6183934F976FCF13592FC7238DF56E00j.JPG; Montant de 99 Dollars Américain;Fourniture 
28/08/2018;99;6183934F976FCF13592FC7238DF56E00j.JPG; Montant de 99 Dollars Américain;Autres
03/09/2018;26.4;3D956C0DC138AF1F4F5A24341CC6F75DG.jpg;Déjeuner ;Kilométriques
03/09/2018;26.4;3D956C0DC138AF1F4F5A24341CC6F75DG.jpg;Déjeuner ;Deplacement
03/09/2018;26.4;3D956C0DC138AF1F4F5A24341CC6F75DG.jpg;Déjeuner ;Hébergement
03/09/2018;26.4;3D956C0DC138AF1F4F5A24341CC6F75DG.jpg;Déjeuner ;Restaurant
03/09/2018;26.4;3D956C0DC138AF1F4F5A24341CC6F75DG.jpg;Déjeuner ;Téléphone
03/09/2018;26.4;3D956C0DC138AF1F4F5A24341CC6F75DG.jpg;Déjeuner ;Timbre
03/09/2018;26.4;3D956C0DC138AF1F4F5A24341CC6F75DG.jpg;Déjeuner ;Fourniture 
03/09/2018;26.4;3D956C0DC138AF1F4F5A24341CC6F75DG.jpg;Déjeuner ;Autres
24/08/2018;13.5;0572E9B2ED3829DB1ACA53C72BC06EC4n.jpg;Déjeuner ;Kilométriques
24/08/2018;13.5;0572E9B2ED3829DB1ACA53C72BC06EC4n.jpg;Déjeuner ;Deplacement
24/08/2018;13.5;0572E9B2ED3829DB1ACA53C72BC06EC4n.jpg;Déjeuner ;Hébergement
24/08/2018;13.5;0572E9B2ED3829DB1ACA53C72BC06EC4n.jpg;Déjeuner ;Restaurant
24/08/2018;13.5;0572E9B2ED3829DB1ACA53C72BC06EC4n.jpg;Déjeuner ;Téléphone
24/08/2018;13.5;0572E9B2ED3829DB1ACA53C72BC06EC4n.jpg;Déjeuner ;Timbre
24/08/2018;13.5;0572E9B2ED3829DB1ACA53C72BC06EC4n.jpg;Déjeuner ;Fourniture 
24/08/2018;13.5;0572E9B2ED3829DB1ACA53C72BC06EC4n.jpg;Déjeuner ;Autres
23/09/2018;25;7E1D41DA544BEAEF4F1C85BED80C0157i.pdf;"
abonnement à la plateforme de formation linuxacademy.";Kilométriques
23/09/2018;25;7E1D41DA544BEAEF4F1C85BED80C0157i.pdf;"
abonnement à la plateforme de formation linuxacademy.";Deplacement
23/09/2018;25;7E1D41DA544BEAEF4F1C85BED80C0157i.pdf;"
abonnement à la plateforme de formation linuxacademy.";Hébergement
23/09/2018;25;7E1D41DA544BEAEF4F1C85BED80C0157i.pdf;"
abonnement à la plateforme de formation linuxacademy.";Restaurant
23/09/2018;25;7E1D41DA544BEAEF4F1C85BED80C0157i.pdf;"
abonnement à la plateforme de formation linuxacademy.";Téléphone
23/09/2018;25;7E1D41DA544BEAEF4F1C85BED80C0157i.pdf;"
abonnement à la plateforme de formation linuxacademy.";Timbre
23/09/2018;25;7E1D41DA544BEAEF4F1C85BED80C0157i.pdf;"
abonnement à la plateforme de formation linuxacademy.";Fourniture 
23/09/2018;25;7E1D41DA544BEAEF4F1C85BED80C0157i.pdf;"
abonnement à la plateforme de formation linuxacademy.";Autres
12/09/2018;31.3;77E5201658A2F667D46B23D39D9B53F19.jpg;Suivi de mission;Kilométriques
12/09/2018;31.3;77E5201658A2F667D46B23D39D9B53F19.jpg;Suivi de mission;Deplacement
12/09/2018;31.3;77E5201658A2F667D46B23D39D9B53F19.jpg;Suivi de mission;Hébergement
12/09/2018;31.3;77E5201658A2F667D46B23D39D9B53F19.jpg;Suivi de mission;Restaurant
12/09/2018;31.3;77E5201658A2F667D46B23D39D9B53F19.jpg;Suivi de mission;Téléphone
12/09/2018;31.3;77E5201658A2F667D46B23D39D9B53F19.jpg;Suivi de mission;Timbre
12/09/2018;31.3;77E5201658A2F667D46B23D39D9B53F19.jpg;Suivi de mission;Fourniture 
12/09/2018;31.3;77E5201658A2F667D46B23D39D9B53F19.jpg;Suivi de mission;Autres
14/09/2018;79.5;880A8A38181A460CEF9B7B2D94CCB8FD9.jpg;Suivi mission équipe Crédit Agricole;Kilométriques
14/09/2018;79.5;880A8A38181A460CEF9B7B2D94CCB8FD9.jpg;Suivi mission équipe Crédit Agricole;Deplacement
14/09/2018;79.5;880A8A38181A460CEF9B7B2D94CCB8FD9.jpg;Suivi mission équipe Crédit Agricole;Hébergement
14/09/2018;79.5;880A8A38181A460CEF9B7B2D94CCB8FD9.jpg;Suivi mission équipe Crédit Agricole;Restaurant
14/09/2018;79.5;880A8A38181A460CEF9B7B2D94CCB8FD9.jpg;Suivi mission équipe Crédit Agricole;Téléphone
14/09/2018;79.5;880A8A38181A460CEF9B7B2D94CCB8FD9.jpg;Suivi mission équipe Crédit Agricole;Timbre
14/09/2018;79.5;880A8A38181A460CEF9B7B2D94CCB8FD9.jpg;Suivi mission équipe Crédit Agricole;Fourniture 
14/09/2018;79.5;880A8A38181A460CEF9B7B2D94CCB8FD9.jpg;Suivi mission équipe Crédit Agricole;Autres
19/09/2018;37.6;59CA911593948233EE6C77926C3895E20.jpg;Suivi mission Amine MOBARKI;Kilométriques
19/09/2018;37.6;59CA911593948233EE6C77926C3895E20.jpg;Suivi mission Amine MOBARKI;Deplacement
19/09/2018;37.6;59CA911593948233EE6C77926C3895E20.jpg;Suivi mission Amine MOBARKI;Hébergement
19/09/2018;37.6;59CA911593948233EE6C77926C3895E20.jpg;Suivi mission Amine MOBARKI;Restaurant
19/09/2018;37.6;59CA911593948233EE6C77926C3895E20.jpg;Suivi mission Amine MOBARKI;Téléphone
19/09/2018;37.6;59CA911593948233EE6C77926C3895E20.jpg;Suivi mission Amine MOBARKI;Timbre
19/09/2018;37.6;59CA911593948233EE6C77926C3895E20.jpg;Suivi mission Amine MOBARKI;Fourniture 
19/09/2018;37.6;59CA911593948233EE6C77926C3895E20.jpg;Suivi mission Amine MOBARKI;Autres
20/09/2018;75;6889358857652134812DBB36F363A0976.jpg;Suivi mission Malika;Kilométriques
20/09/2018;75;6889358857652134812DBB36F363A0976.jpg;Suivi mission Malika;Deplacement
20/09/2018;75;6889358857652134812DBB36F363A0976.jpg;Suivi mission Malika;Hébergement
20/09/2018;75;6889358857652134812DBB36F363A0976.jpg;Suivi mission Malika;Restaurant
20/09/2018;75;6889358857652134812DBB36F363A0976.jpg;Suivi mission Malika;Téléphone
20/09/2018;75;6889358857652134812DBB36F363A0976.jpg;Suivi mission Malika;Timbre
20/09/2018;75;6889358857652134812DBB36F363A0976.jpg;Suivi mission Malika;Fourniture 
20/09/2018;75;6889358857652134812DBB36F363A0976.jpg;Suivi mission Malika;Autres
14/09/2018;40.04;EF2435D91318E6581C0E02F602E1F1EFr.png;Suivi mission équipe CA;Kilométriques
14/09/2018;40.04;EF2435D91318E6581C0E02F602E1F1EFr.png;Suivi mission équipe CA;Deplacement
14/09/2018;40.04;EF2435D91318E6581C0E02F602E1F1EFr.png;Suivi mission équipe CA;Hébergement
14/09/2018;40.04;EF2435D91318E6581C0E02F602E1F1EFr.png;Suivi mission équipe CA;Restaurant
14/09/2018;40.04;EF2435D91318E6581C0E02F602E1F1EFr.png;Suivi mission équipe CA;Téléphone
14/09/2018;40.04;EF2435D91318E6581C0E02F602E1F1EFr.png;Suivi mission équipe CA;Timbre
14/09/2018;40.04;EF2435D91318E6581C0E02F602E1F1EFr.png;Suivi mission équipe CA;Fourniture 
14/09/2018;40.04;EF2435D91318E6581C0E02F602E1F1EFr.png;Suivi mission équipe CA;Autres
07/09/2018;59;E46774D51F59DBC3C0472FCC324B2B5E5.jpg;Suivi consultant. ;Kilométriques
07/09/2018;59;E46774D51F59DBC3C0472FCC324B2B5E5.jpg;Suivi consultant. ;Deplacement
07/09/2018;59;E46774D51F59DBC3C0472FCC324B2B5E5.jpg;Suivi consultant. ;Hébergement
07/09/2018;59;E46774D51F59DBC3C0472FCC324B2B5E5.jpg;Suivi consultant. ;Restaurant
07/09/2018;59;E46774D51F59DBC3C0472FCC324B2B5E5.jpg;Suivi consultant. ;Téléphone
07/09/2018;59;E46774D51F59DBC3C0472FCC324B2B5E5.jpg;Suivi consultant. ;Timbre
07/09/2018;59;E46774D51F59DBC3C0472FCC324B2B5E5.jpg;Suivi consultant. ;Fourniture 
07/09/2018;59;E46774D51F59DBC3C0472FCC324B2B5E5.jpg;Suivi consultant. ;Autres
24/09/2018;14.3;66483AABFA27D46500A460E3C2AD94EFe.JPG;Livre anglais ;Kilométriques
24/09/2018;14.3;66483AABFA27D46500A460E3C2AD94EFe.JPG;Livre anglais ;Deplacement
24/09/2018;14.3;66483AABFA27D46500A460E3C2AD94EFe.JPG;Livre anglais ;Hébergement
24/09/2018;14.3;66483AABFA27D46500A460E3C2AD94EFe.JPG;Livre anglais ;Restaurant
24/09/2018;14.3;66483AABFA27D46500A460E3C2AD94EFe.JPG;Livre anglais ;Téléphone
24/09/2018;14.3;66483AABFA27D46500A460E3C2AD94EFe.JPG;Livre anglais ;Timbre
24/09/2018;14.3;66483AABFA27D46500A460E3C2AD94EFe.JPG;Livre anglais ;Fourniture 
24/09/2018;14.3;66483AABFA27D46500A460E3C2AD94EFe.JPG;Livre anglais ;Autres
18/09/2018;24;BE0F1EC7D2CAE363C9616836088C7D82s.jpg;Déjeuner avec Mhand CHAMI;Kilométriques
18/09/2018;24;BE0F1EC7D2CAE363C9616836088C7D82s.jpg;Déjeuner avec Mhand CHAMI;Deplacement
18/09/2018;24;BE0F1EC7D2CAE363C9616836088C7D82s.jpg;Déjeuner avec Mhand CHAMI;Hébergement
18/09/2018;24;BE0F1EC7D2CAE363C9616836088C7D82s.jpg;Déjeuner avec Mhand CHAMI;Restaurant
18/09/2018;24;BE0F1EC7D2CAE363C9616836088C7D82s.jpg;Déjeuner avec Mhand CHAMI;Téléphone
18/09/2018;24;BE0F1EC7D2CAE363C9616836088C7D82s.jpg;Déjeuner avec Mhand CHAMI;Timbre
18/09/2018;24;BE0F1EC7D2CAE363C9616836088C7D82s.jpg;Déjeuner avec Mhand CHAMI;Fourniture 
18/09/2018;24;BE0F1EC7D2CAE363C9616836088C7D82s.jpg;Déjeuner avec Mhand CHAMI;Autres
26/09/2018;27;6F49932138EAF1EBF3283C01F66049545.jpg;Suivi mission Brahim;Kilométriques
26/09/2018;27;6F49932138EAF1EBF3283C01F66049545.jpg;Suivi mission Brahim;Deplacement
26/09/2018;27;6F49932138EAF1EBF3283C01F66049545.jpg;Suivi mission Brahim;Hébergement
26/09/2018;27;6F49932138EAF1EBF3283C01F66049545.jpg;Suivi mission Brahim;Restaurant
26/09/2018;27;6F49932138EAF1EBF3283C01F66049545.jpg;Suivi mission Brahim;Téléphone
26/09/2018;27;6F49932138EAF1EBF3283C01F66049545.jpg;Suivi mission Brahim;Timbre
26/09/2018;27;6F49932138EAF1EBF3283C01F66049545.jpg;Suivi mission Brahim;Fourniture 
26/09/2018;27;6F49932138EAF1EBF3283C01F66049545.jpg;Suivi mission Brahim;Autres
28/09/2018;94.78;19A6D17CF0DD88D5D68E36E3E94AF70AF.jpg;RDV Carrefour Banque;Kilométriques
28/09/2018;94.78;19A6D17CF0DD88D5D68E36E3E94AF70AF.jpg;RDV Carrefour Banque;Deplacement
28/09/2018;94.78;19A6D17CF0DD88D5D68E36E3E94AF70AF.jpg;RDV Carrefour Banque;Hébergement
28/09/2018;94.78;19A6D17CF0DD88D5D68E36E3E94AF70AF.jpg;RDV Carrefour Banque;Restaurant
28/09/2018;94.78;19A6D17CF0DD88D5D68E36E3E94AF70AF.jpg;RDV Carrefour Banque;Téléphone
28/09/2018;94.78;19A6D17CF0DD88D5D68E36E3E94AF70AF.jpg;RDV Carrefour Banque;Timbre
28/09/2018;94.78;19A6D17CF0DD88D5D68E36E3E94AF70AF.jpg;RDV Carrefour Banque;Fourniture 
28/09/2018;94.78;19A6D17CF0DD88D5D68E36E3E94AF70AF.jpg;RDV Carrefour Banque;Autres
07/10/2018;72;B51ADC687CFC50C2B839D1D6990DA47D6.png;Changement d'ecran LCD pour mon ordinateur;Kilométriques
07/10/2018;72;B51ADC687CFC50C2B839D1D6990DA47D6.png;Changement d'ecran LCD pour mon ordinateur;Deplacement
07/10/2018;72;B51ADC687CFC50C2B839D1D6990DA47D6.png;Changement d'ecran LCD pour mon ordinateur;Hébergement
07/10/2018;72;B51ADC687CFC50C2B839D1D6990DA47D6.png;Changement d'ecran LCD pour mon ordinateur;Restaurant
07/10/2018;72;B51ADC687CFC50C2B839D1D6990DA47D6.png;Changement d'ecran LCD pour mon ordinateur;Téléphone
07/10/2018;72;B51ADC687CFC50C2B839D1D6990DA47D6.png;Changement d'ecran LCD pour mon ordinateur;Timbre
07/10/2018;72;B51ADC687CFC50C2B839D1D6990DA47D6.png;Changement d'ecran LCD pour mon ordinateur;Fourniture 
07/10/2018;72;B51ADC687CFC50C2B839D1D6990DA47D6.png;Changement d'ecran LCD pour mon ordinateur;Autres
